fita,status,ult movimentação
FTC627L5,ARMAZENADO,01/11/2021
SPN013L5,ARMAZENADO,18/06/2019
FTC986L5,ARMAZENADO,20/07/2021
BDB759L6,ARMAZENADO,17/05/2022
DIH193L5,EM CLIENTE,17/12/2019
CQZ587L5,ARMAZENADO,16/02/2021
DIH078L5,ARMAZENADO,25/05/2021
FCE865L5,EM CLIENTE,25/08/2020
FCD637L5,ARMAZENADO,30/11/2021
FTC701L5,ARMAZENADO,
AJE757L8,EM CLIENTE,19/07/2022
CIO182L6,ARMAZENADO,05/11/2019
DII043L5,ARMAZENADO,03/05/2022
SPN056L5,ARMAZENADO,23/04/2019
CQZ569L5,ARMAZENADO,13/09/2022
FCB417L5,ARMAZENADO,11/02/2020
CZZ032L5,EM CLIENTE,17/01/2023
SPN010L5,ARMAZENADO,14/05/2019
FTD384L5,ARMAZENADO,24/05/2022
VV0071L5,EM CLIENTE,17/09/2019
FCE997L5,ARMAZENADO,24/12/2019
CZZ037L5,ARMAZENADO,18/10/2022
FTG931L5,ARMAZENADO,26/04/2022
CZY684L5,EM CLIENTE,25/01/2022
FCD675L5,ARMAZENADO,12/11/2019
FFC229L5,ARMAZENADO,21/04/2021
BLK065L5,ARMAZENADO,05/06/2019
DIH259L5,ARMAZENADO,17/12/2019
CZY904L5,ARMAZENADO,13/09/2022
FTF000L5,ARMAZENADO,20/08/2019
BDB558L6,EM CLIENTE,23/02/2021
VV0023L5,EM CLIENTE,25/01/2022
VV0077L5,ARMAZENADO,14/12/2021
FTH271L5,ARMAZENADO,31/08/2021
FTD343L5,ARMAZENADO,17/05/2022
FIC034L5,EM CLIENTE,01/06/2021
SP0027L5,ARMAZENADO,14/12/2021
DIH113L5,EM CLIENTE,01/06/2021
FTC651L5,ARMAZENADO,10/06/2022
FCE960L5,ARMAZENADO,23/07/2019
FCE965L5,ARMAZENADO,30/11/2021
FTD165L5,ARMAZENADO,
APD940LU,ARMAZENADO,
FCD462L5,EM CLIENTE,20/08/2019
FTD392L5,ARMAZENADO,24/05/2022
BUR954L6,EM CLIENTE,11/10/2021
FIB994L5,ARMAZENADO,28/09/2021
FTE826L5,EM CLIENTE,28/12/2021
FTG566L5,ARMAZENADO,03/12/2019
FTG684L5,ARMAZENADO,16/04/2019
BDB872L6,ARMAZENADO,01/11/2021
FCD360L5,ARMAZENADO,14/07/2020
CGB401L6,ARMAZENADO,17/12/2019
CZX808L5,ARMAZENADO,23/02/2021
FTC812L5,EM CLIENTE,14/01/2020
DIH883L5,ARMAZENADO,06/12/2022
FFC049L5,ARMAZENADO,08/03/2022
BBM742L5,ARMAZENADO,30/11/2021
BDB460L6,ARMAZENADO,25/11/2019
FIB989L5,ARMAZENADO,28/09/2021
FIC020L5,ARMAZENADO,01/03/2022
DII393L5,EM CLIENTE,19/01/2021
DIH120L5,EM CLIENTE,14/04/2020
FTD057L5,ARMAZENADO,20/08/2019
FTG888L5,ARMAZENADO,17/12/2019
PLI672L4,ARMAZENADO,
UHU003L5,ARMAZENADO,
FCD476L5,EM CLIENTE,12/11/2019
FIC049L5,ARMAZENADO,07/12/2021
GFK784L5,ARMAZENADO,22/03/2022
FCE907L5,EM CLIENTE,25/08/2020
FTD377L5,ARMAZENADO,24/05/2022
BDB461L6,ARMAZENADO,17/12/2019
FCD018L5,ARMAZENADO,01/02/2022
FYB471L5,ARMAZENADO,24/05/2022
FTE796L5,ARMAZENADO,17/10/2019
CPW130L4,EM CLIENTE,05/04/2022
SPN071L5,ARMAZENADO,26/03/2019
FCC994L5,ARMAZENADO,30/11/2021
BDB864L6,ARMAZENADO,01/11/2021
FTH519L5,ARMAZENADO,16/07/2019
BDB912L6,ARMAZENADO,12/04/2022
CZY690L5,ARMAZENADO,18/10/2022
CZZ036L5,ARMAZENADO,13/10/2022
BDB776L6,ARMAZENADO,05/04/2022
BBM782L5,ARMAZENADO,26/04/2022
CIO200L6,ARMAZENADO,
BDB529L6,ARMAZENADO,23/04/2019
FTE784L5,ARMAZENADO,17/10/2019
FTD372L5,ARMAZENADO,24/05/2022
FCD668L5,ARMAZENADO,
JAC048L5,ARMAZENADO,
VV0132L5,ARMAZENADO,
DIH137L5,EM CLIENTE,26/01/2021
BUR943L6,EM CLIENTE,17/09/2019
FCD014L5,ARMAZENADO,25/05/2021
FFC166L5,ARMAZENADO,03/05/2022
SAP072L8,EM CLIENTE,19/07/2022
BLK152L5,ARMAZENADO,12/11/2019
BLK140L5,ARMAZENADO,27/12/2019
BLK136L5,ARMAZENADO,13/10/2020
FTG605L5,ARMAZENADO,15/06/2021
BLK068L5,ARMAZENADO,21/02/2019
BBM798L5,ARMAZENADO,01/03/2022
JAC049L5,ARMAZENADO,
FCE934L5,EM CLIENTE,15/12/2020
FTE770L5,ARMAZENADO,
FCD685L5,ARMAZENADO,
DIH070L5,ARMAZENADO,21/04/2021
FCC987L5,ARMAZENADO,
CIO161L6,ARMAZENADO,23/04/2019
FIB978L5,ARMAZENADO,14/06/2022
FTC781L5,ARMAZENADO,
UHU034L5,EM CLIENTE,13/12/2022
CFL028L6,ARMAZENADO,23/04/2019
SAP122L8,EM CLIENTE,19/07/2022
FTG564L5,EM CLIENTE,12/11/2019
BDB763L6,ARMAZENADO,19/04/2022
DIH107L5,EM CLIENTE,01/06/2021
CZX757L5,EM CLIENTE,25/01/2022
GFK835L5,ARMAZENADO,21/05/2019
FCD195L5,ARMAZENADO,13/07/2021
DIH190L5,EM CLIENTE,31/08/2020
FCD797L5,EM CLIENTE,12/03/2019
DIH059L5,ARMAZENADO,17/11/2022
FCD396L5,ARMAZENADO,23/07/2019
CZY914L5,EM CLIENTE,29/06/2021
BDB702L6,ARMAZENADO,24/05/2022
FCD465L5,EM CLIENTE,08/12/2021
FYB470L5,ARMAZENADO,24/05/2022
FCD378L5,ARMAZENADO,25/06/2019
CGB409L6,EM CLIENTE,18/03/2021
FCD602L5,ARMAZENADO,01/11/2021
FFC187L5,ARMAZENADO,28/09/2021
GOI014L7,EM CLIENTE,21/09/2021
FCF009L5,ARMAZENADO,20/07/2021
FCD200L5,EM CLIENTE,16/08/2022
CIO253L6,ARMAZENADO,21/11/2019
FTG921L5,ARMAZENADO,26/04/2022
FTE963L5,ARMAZENADO,
FCD692L5,ARMAZENADO,17/09/2019
CZY959L5,ARMAZENADO,13/10/2022
SP0033L5,EM CLIENTE,17/11/2022
BDB678L6,ARMAZENADO,20/07/2021
CIO246L6,ARMAZENADO,22/10/2019
BBM724L5,ARMAZENADO,20/08/2019
FCF606L5,EM CLIENTE,08/12/2021
SPN047L5,ARMAZENADO,30/04/2019
FCE926L5,EM CLIENTE,17/08/2021
BDB464L6,ARMAZENADO,20/08/2019
FTE764L5,ARMAZENADO,17/09/2019
CIO194L6,ARMAZENADO,
SPN052L5,ARMAZENADO,23/04/2019
FTH372L5,ARMAZENADO,
FFC037L5,ARMAZENADO,08/09/2020
CPW137L4,ARMAZENADO,17/11/2022
PLI671L4,ARMAZENADO,
CZY965L5,EM CLIENTE,15/06/2021
FTG612L5,ARMAZENADO,13/09/2022
FCF069L5,ARMAZENADO,
FCE862L5,EM CLIENTE,25/08/2020
FTG604L5,ARMAZENADO,15/06/2021
VV0172L5,ARMAZENADO,
CQZ580L5,ARMAZENADO,14/04/2020
FTH070L5,ARMAZENADO,20/07/2021
CIO247L6,ARMAZENADO,21/11/2019
CZZ028L5,EM CLIENTE,25/10/2022
CBG055L6,EM CLIENTE,17/12/2019
FTH512L5,ARMAZENADO,
FTH274L5,ARMAZENADO,31/08/2021
CGB410L6,EM CLIENTE,15/02/2022
GFK805L5,EM CLIENTE,25/08/2020
BDB860L6,ARMAZENADO,28/09/2021
FTD421L5,ARMAZENADO,20/07/2021
FCF036L5,ARMAZENADO,17/05/2022
BBM718L5,ARMAZENADO,
CGB402L6,ARMAZENADO,22/09/2020
DII074L5,ARMAZENADO,16/04/2019
BLK058L5,ARMAZENADO,19/05/2020
BDB701L6,ARMAZENADO,24/05/2022
FCD968L5,ARMAZENADO,
FTC624L5,ARMAZENADO,01/11/2021
PLI650L4,ARMAZENADO,
PTA023L5,EM CLIENTE,18/06/2019
FCD479L5,EM CLIENTE,17/12/2019
BLK150L5,ARMAZENADO,05/11/2019
DIH092L5,EM CLIENTE,13/12/2022
CPW124L4,EM CLIENTE,05/04/2022
DIH295L5,ARMAZENADO,02/07/2019
FTG719L5,ARMAZENADO,
FXZ463L5,ARMAZENADO,28/12/2021
FTG597L5,ARMAZENADO,13/09/2022
VV0089L5,ARMAZENADO,
DIH077L5,EM CLIENTE,18/03/2021
FTH303L5,EM CLIENTE,14/02/2019
PTA051L5,ARMAZENADO,19/05/2020
SP0024L5,ARMAZENADO,13/07/2021
BDB706L6,ARMAZENADO,24/05/2022
FTG658L5,EM CLIENTE,17/01/2023
FCF030L5,ARMAZENADO,17/05/2022
FTC601L5,ARMAZENADO,01/03/2022
BDB920L6,ARMAZENADO,12/04/2022
SAP149L8,EM CLIENTE,19/07/2022
DIE156L5,EM CLIENTE,16/11/2021
GAC386L5,EM CLIENTE,23/06/2022
DIH057L5,ARMAZENADO,01/06/2021
FTH281L5,ARMAZENADO,31/08/2021
DIH253L5,ARMAZENADO,15/02/2022
BDB532L6,ARMAZENADO,23/07/2019
CIO202L6,ARMAZENADO,
FTG750L5,ARMAZENADO,
FTG741L5,ARMAZENADO,
CZX781L5,EM CLIENTE,15/02/2022
CZX812L5,EM CLIENTE,17/03/2020
DIH094L5,ARMAZENADO,01/06/2021
CIO206L6,ARMAZENADO,
DIH083L5,EM CLIENTE,15/12/2020
FTD382L5,ARMAZENADO,24/05/2022
CRZ007L5,EM CLIENTE,12/11/2019
CGB418L6,EM CLIENTE,13/12/2022
FFC171L5,ARMAZENADO,08/03/2022
FCD767L5,ARMAZENADO,16/04/2019
DII069L5,ARMAZENADO,16/04/2019
FTH522L5,ARMAZENADO,16/07/2019
BLK128L5,ARMAZENADO,16/08/2022
FTC674L5,ARMAZENADO,24/05/2022
FTH543L5,EM CLIENTE,16/08/2022
VV0183L5,ARMAZENADO,16/04/2019
CZX799L5,ARMAZENADO,17/12/2019
FTC622L5,ARMAZENADO,01/11/2021
DIH185L5,ARMAZENADO,
BLK108L5,ARMAZENADO,05/11/2019
CGB386L6,EM CLIENTE,16/11/2021
UHU035L5,ARMAZENADO,16/04/2019
CIO181L6,ARMAZENADO,23/04/2019
FFC226L5,EM CLIENTE,22/03/2022
CPW126L4,ARMAZENADO,15/02/2022
FCE881L5,EM CLIENTE,16/07/2019
DII874L5,ARMAZENADO,23/07/2019
FCE925L5,EM CLIENTE,17/08/2021
FTH125L5,ARMAZENADO,28/09/2021
FTH466L5,ARMAZENADO,
CZY989L5,ARMAZENADO,
GFK771L5,ARMAZENADO,
FCD213L5,EM CLIENTE,10/11/2020
CIO171L6,ARMAZENADO,
UHU018L5,EM CLIENTE,15/03/2022
SP0007L5,ARMAZENADO,
CQZ571L5,ARMAZENADO,25/08/2020
FCF057L5,ARMAZENADO,20/07/2021
FCE966L5,ARMAZENADO,30/11/2021
FTG610L5,ARMAZENADO,16/04/2019
FIC039L5,ARMAZENADO,01/03/2022
DIH992L5,EM CLIENTE,22/03/2022
GM1264L5,ARMAZENADO,
BDB915L6,EM CLIENTE,07/05/2019
SAP124L8,EM CLIENTE,19/07/2022
FCF014L5,ARMAZENADO,20/08/2019
BBM708L5,ARMAZENADO,22/10/2019
DIH117L5,EM CLIENTE,01/06/2021
DIH671L5,ARMAZENADO,18/03/2020
FTG582L5,ARMAZENADO,19/05/2020
DIH961L5,EM CLIENTE,14/06/2022
GFK808L5,ARMAZENADO,
PTA054L5,ARMAZENADO,16/04/2019
BDB704L6,ARMAZENADO,24/05/2022
FCD686L5,ARMAZENADO,
DIH184L5,ARMAZENADO,
FCD080L5,ARMAZENADO,12/01/2021
FTD394L5,ARMAZENADO,24/05/2022
CRZ008L5,EM CLIENTE,12/11/2019
FTG904L5,ARMAZENADO,24/09/2019
FXZ475L5,ARMAZENADO,
FTG668L5,EM CLIENTE,15/02/2022
CBG040L6,ARMAZENADO,
DII034L5,ARMAZENADO,21/04/2021
BDB512L6,ARMAZENADO,31/08/2021
DIH241L5,EM CLIENTE,13/12/2022
FFC165L5,ARMAZENADO,03/05/2022
FCE953L5,EM CLIENTE,19/01/2021
BDB495L6,ARMAZENADO,26/04/2022
VV0039L5,EM CLIENTE,12/11/2019
FXZ478L5,ARMAZENADO,11/10/2021
SPN016L5,ARMAZENADO,
BDB475L6,ARMAZENADO,17/12/2019
FTG715L5,ARMAZENADO,28/07/2020
CZX779L5,ARMAZENADO,
FFC237L5,ARMAZENADO,21/04/2021
FTG897L5,ARMAZENADO,22/10/2019
FFC028L5,ARMAZENADO,01/02/2022
FCE969L5,ARMAZENADO,30/11/2021
FTC625L5,ARMAZENADO,01/11/2021
FTC823L5,ARMAZENADO,13/07/2021
FFC013L5,ARMAZENADO,26/04/2022
FTC801L5,EM CLIENTE,11/08/2020
FTD174L5,EM CLIENTE,17/10/2019
FCD672L5,ARMAZENADO,
FCE889L5,ARMAZENADO,
FCE973L5,ARMAZENADO,30/11/2021
FTH078L5,ARMAZENADO,30/11/2021
FCD590L5,ARMAZENADO,01/11/2021
DIH140L5,EM CLIENTE,18/10/2022
BBM737L5,ARMAZENADO,30/11/2021
FIB990L5,ARMAZENADO,01/02/2022
DIH687L5,EM CLIENTE,31/08/2020
BDB768L6,ARMAZENADO,19/04/2022
VV0169L5,ARMAZENADO,18/10/2022
FTC817L5,ARMAZENADO,24/12/2019
FTG672L5,EM CLIENTE,15/02/2022
FTG934L5,ARMAZENADO,26/04/2022
CZZ010L5,ARMAZENADO,
BBM731L5,ARMAZENADO,30/11/2021
GFK853L5,ARMAZENADO,11/02/2020
CQZ589L5,ARMAZENADO,18/03/2021
FCD235L5,EM CLIENTE,16/08/2022
FTC671L5,ARMAZENADO,24/05/2022
FCD064L5,ARMAZENADO,
FCD469L5,EM CLIENTE,17/12/2019
VV0046L5,ARMAZENADO,
FTC600L5,ARMAZENADO,01/03/2022
CRZ038L5,EM CLIENTE,17/10/2019
CZZ012L5,EM CLIENTE,06/12/2022
FCD769L5,ARMAZENADO,16/04/2019
CBG044L6,EM CLIENTE,11/06/2019
FTH106L5,ARMAZENADO,24/12/2019
CGB387L6,EM CLIENTE,16/11/2021
CZY985L5,EM CLIENTE,18/06/2019
FCD033L5,ARMAZENADO,14/06/2022
CFK956L6,ARMAZENADO,26/10/2021
CFL027L6,ARMAZENADO,
FCD186L5,EM CLIENTE,10/06/2022
000046L6,ARMAZENADO,19/04/2022
FCD644L5,EM CLIENTE,23/02/2021
CZY929L5,ARMAZENADO,16/08/2022
FTD277L5,ARMAZENADO,16/04/2019
FFC015L5,ARMAZENADO,26/04/2022
AJF809L8,EM CLIENTE,18/10/2022
FTE849L5,ARMAZENADO,
FTD022L5,EM CLIENTE,14/06/2022
FCB415L5,ARMAZENADO,14/01/2020
FTC584L5,ARMAZENADO,28/09/2021
BDB470L6,ARMAZENADO,12/11/2019
DIH110L5,ARMAZENADO,17/03/2020
BLK070L5,ARMAZENADO,26/03/2019
GFK851L5,ARMAZENADO,14/01/2020
DIH108L5,ARMAZENADO,17/03/2020
FTE786L5,ARMAZENADO,17/10/2019
FTD311L5,ARMAZENADO,28/09/2021
FFC249L5,ARMAZENADO,25/05/2021
UHU050L5,ARMAZENADO,12/11/2019
FTG928L5,ARMAZENADO,17/11/2020
FTG669L5,EM CLIENTE,09/11/2021
BDB772L6,ARMAZENADO,19/04/2022
FTC623L5,ARMAZENADO,01/11/2021
BBM720L5,ARMAZENADO,30/11/2021
CFL170L6,ARMAZENADO,03/12/2019
CZX759L5,EM CLIENTE,14/01/2020
SPN032L5,ARMAZENADO,30/04/2019
SJP029L7,ARMAZENADO,
DIH099L5,EM CLIENTE,18/03/2021
FTG959L5,EM CLIENTE,25/08/2020
CZZ001L5,EM CLIENTE,17/01/2023
FCD633L5,ARMAZENADO,30/11/2021
CHC185L6,ARMAZENADO,
DII061L5,ARMAZENADO,13/09/2022
FTG712L5,ARMAZENADO,17/11/2022
CZX800L5,EM CLIENTE,25/01/2022
DOL875L5,EM CLIENTE,14/02/2019
DII003L5,ARMAZENADO,01/02/2022
FFC051L5,ARMAZENADO,08/03/2022
DIE173L5,EM CLIENTE,25/05/2021
CHC226L6,EM CLIENTE,25/01/2022
FTD176L5,ARMAZENADO,16/04/2019
FTD273L5,ARMAZENADO,16/04/2019
FTE965L5,EM CLIENTE,22/03/2022
FTC820L5,ARMAZENADO,24/12/2019
DIH112L5,EM CLIENTE,13/12/2022
CIO164L6,ARMAZENADO,
DIH160L5,ARMAZENADO,
PTA052L5,ARMAZENADO,19/05/2020
FCD082L5,ARMAZENADO,
FTF014L5,ARMAZENADO,01/02/2022
FTG683L5,ARMAZENADO,16/04/2019
PTA018L5,ARMAZENADO,14/05/2019
BDB508L6,ARMAZENADO,20/07/2021
FTG687L5,ARMAZENADO,16/04/2019
CFK990L6,ARMAZENADO,
CZY912L5,EM CLIENTE,12/04/2022
CHC181L6,ARMAZENADO,27/12/2019
BDB511L6,ARMAZENADO,31/08/2021
FTH533L5,ARMAZENADO,
FCD611L5,ARMAZENADO,01/11/2021
FCD204L5,EM CLIENTE,16/08/2022
AJE690L8,EM CLIENTE,19/07/2022
PTA005L5,EM CLIENTE,16/07/2019
FCE989L5,ARMAZENADO,01/02/2022
BDB842L6,ARMAZENADO,31/08/2021
DII025L5,ARMAZENADO,01/11/2021
BUR946L6,EM CLIENTE,13/12/2022
CFL161L6,ARMAZENADO,24/12/2019
PLI645L4,ARMAZENADO,
DIH298L5,ARMAZENADO,02/07/2019
FTC793L5,ARMAZENADO,24/09/2019
CRZ063L5,ARMAZENADO,
DIE158L5,EM CLIENTE,16/11/2021
SPN044L5,ARMAZENADO,07/05/2019
DIH041L5,ARMAZENADO,01/06/2021
FIB961L5,ARMAZENADO,03/05/2022
BBM746L5,ARMAZENADO,30/11/2021
BDB707L6,ARMAZENADO,24/05/2022
FCF099L5,ARMAZENADO,
DIH138L5,EM CLIENTE,18/10/2022
BRCRZ031L3,ARMAZENADO,
VV0196L5,ARMAZENADO,17/11/2022
DII050L5,ARMAZENADO,17/05/2022
FTH313L5,ARMAZENADO,13/07/2021
SP0011L5,ARMAZENADO,21/06/2022
FCC968L5,ARMAZENADO,26/04/2022
FCD693L5,ARMAZENADO,17/10/2019
FFB991L5,ARMAZENADO,15/03/2022
FTC803L5,EM CLIENTE,19/05/2020
FCF082L5,ARMAZENADO,21/05/2019
FCD646L5,EM CLIENTE,01/06/2021
CGB428L6,EM CLIENTE,14/12/2021
SJP027L7,ARMAZENADO,
FTG702L5,ARMAZENADO,12/11/2019
BDB582L6,ARMAZENADO,01/02/2022
FTC765L5,ARMAZENADO,26/03/2019
DIH086L5,EM CLIENTE,15/12/2020
PTA044L5,ARMAZENADO,
CHC229L6,EM CLIENTE,25/01/2022
FTC672L5,ARMAZENADO,24/05/2022
PLI648L4,ARMAZENADO,
FCD222L5,ARMAZENADO,23/05/2022
SP0041L5,ARMAZENADO,16/08/2022
BDB552L6,ARMAZENADO,21/11/2019
000048L6,ARMAZENADO,19/04/2022
FTG593L5,ARMAZENADO,17/11/2022
BDB918L6,ARMAZENADO,12/04/2022
FCF004L5,ARMAZENADO,20/07/2021
VV0057L5,ARMAZENADO,16/04/2019
BDB585L6,ARMAZENADO,01/02/2022
FCE918L5,EM CLIENTE,15/09/2020
BLK113L5,ARMAZENADO,27/12/2019
PLI652L4,ARMAZENADO,
BDB485L6,ARMAZENADO,01/02/2022
000052L6,ARMAZENADO,01/03/2022
CZX762L5,EM CLIENTE,23/02/2021
GOI017L7,EM CLIENTE,15/03/2022
BLK067L5,ARMAZENADO,21/02/2019
SP0039L5,ARMAZENADO,16/08/2022
DIH229L5,ARMAZENADO,18/10/2022
FCD764L5,ARMAZENADO,16/04/2019
FTG926L5,ARMAZENADO,17/11/2020
GFK779L5,ARMAZENADO,
CZY966L5,EM CLIENTE,15/06/2021
DIH125L5,EM CLIENTE,11/08/2020
SAA018L5,EM CLIENTE,04/09/2019
VV0189L5,EM CLIENTE,16/04/2019
FCD606L5,ARMAZENADO,01/11/2021
FTG877L5,ARMAZENADO,
DIH228L5,ARMAZENADO,15/03/2022
BDB737L6,ARMAZENADO,05/04/2022
BUR970L6,ARMAZENADO,14/12/2021
CFL175L6,ARMAZENADO,03/12/2019
DIE157L5,EM CLIENTE,16/11/2021
FTD297L5,ARMAZENADO,28/09/2021
FTD307L5,ARMAZENADO,28/09/2021
BDB740L6,ARMAZENADO,05/04/2022
CPW200L4,EM CLIENTE,13/09/2022
FFC234L5,ARMAZENADO,21/04/2021
FTG825L5,ARMAZENADO,
FTH504L5,ARMAZENADO,
FTD378L5,ARMAZENADO,24/05/2022
BDB827L6,ARMAZENADO,31/08/2021
FTG653L5,EM CLIENTE,06/12/2022
VV0150L5,ARMAZENADO,
BDB454L6,EM CLIENTE,15/02/2022
FCD010L5,ARMAZENADO,01/02/2022
FCD232L5,EM CLIENTE,10/06/2022
FCD004L5,ARMAZENADO,25/05/2021
FIB964L5,ARMAZENADO,07/12/2021
CZY992L5,EM CLIENTE,17/12/2019
DIH098L5,EM CLIENTE,19/07/2022
DIH965L5,EM CLIENTE,14/06/2022
BLK094L5,ARMAZENADO,
BDB436L6,ARMAZENADO,01/12/2020
FFC058L5,ARMAZENADO,17/05/2022
FTH273L5,ARMAZENADO,31/08/2021
BDB805L6,ARMAZENADO,17/12/2019
VV0115L5,ARMAZENADO,16/04/2019
SP0023L5,ARMAZENADO,25/01/2022
FTC726L5,EM CLIENTE,18/06/2019
FTG696L5,ARMAZENADO,16/04/2019
GM1244L5,ARMAZENADO,
VV0184L5,EM CLIENTE,16/04/2019
FTC687L5,ARMAZENADO,29/03/2022
SPN009L5,ARMAZENADO,18/06/2019
FFC239L5,ARMAZENADO,01/02/2022
FTD325L5,ARMAZENADO,01/11/2021
FFC203L5,EM CLIENTE,14/06/2022
FFB977L5,ARMAZENADO,06/07/2021
FCF045L5,ARMAZENADO,06/07/2021
BDB906L6,ARMAZENADO,04/01/2022
FTH076L5,ARMAZENADO,06/07/2021
BDB451L6,ARMAZENADO,24/05/2022
FTC637L5,ARMAZENADO,22/03/2022
FTH558L5,EM CLIENTE,29/03/2022
FTH095L5,ARMAZENADO,10/05/2022
FTD412L5,EM CLIENTE,10/06/2022
GFK842L5,ARMAZENADO,31/05/2022
BDB616L6,ARMAZENADO,22/03/2022
BBM729L5,ARMAZENADO,04/01/2022
FFC204L5,EM CLIENTE,14/06/2022
FCD632L5,ARMAZENADO,30/11/2021
FFB990L5,ARMAZENADO,15/03/2022
FTG584L5,EM CLIENTE,15/09/2020
FTG708L5,ARMAZENADO,17/11/2022
FFC252L5,ARMAZENADO,21/04/2021
CZY921L5,ARMAZENADO,
FTE845L5,ARMAZENADO,21/11/2019
BLK115L5,ARMAZENADO,05/11/2019
FTG594L5,ARMAZENADO,
FTG677L5,ARMAZENADO,13/09/2022
CGB399L6,EM CLIENTE,14/06/2022
FTG646L5,ARMAZENADO,23/04/2019
FIB976L5,ARMAZENADO,31/08/2021
FCF033L5,ARMAZENADO,17/05/2022
CIO167L6,ARMAZENADO,17/12/2019
FCE866L5,EM CLIENTE,25/08/2020
FIC012L5,ARMAZENADO,01/03/2022
CZZ045L5,EM CLIENTE,17/01/2023
VV0149L5,ARMAZENADO,
FIC016L5,ARMAZENADO,01/03/2022
FCC996L5,EM CLIENTE,28/02/2022
FCD484L5,EM CLIENTE,08/12/2021
FCD791L5,ARMAZENADO,17/09/2019
DII021L5,ARMAZENADO,01/11/2021
FCD634L5,ARMAZENADO,30/11/2021
FFC246L5,ARMAZENADO,25/05/2021
JAC044L5,ARMAZENADO,
FTG709L5,ARMAZENADO,16/04/2019
VV0120L5,ARMAZENADO,16/04/2019
DIH060L5,EM CLIENTE,25/08/2020
UHU016L5,EM CLIENTE,15/03/2022
FTG912L5,ARMAZENADO,17/11/2020
BBM753L5,ARMAZENADO,17/11/2020
DIH084L5,EM CLIENTE,08/10/2019
FCE904L5,EM CLIENTE,18/03/2021
SJP026L7,ARMAZENADO,
BBM712L5,ARMAZENADO,04/01/2022
CPW181L4,ARMAZENADO,17/12/2019
BBM732L5,ARMAZENADO,30/11/2021
BLK147L5,ARMAZENADO,12/11/2019
FTG600L5,ARMAZENADO,
FIC035L5,ARMAZENADO,25/08/2020
DIH869L5,ARMAZENADO,06/12/2022
CZZ029L5,EM CLIENTE,25/10/2022
BBM745L5,ARMAZENADO,30/11/2021
CPW147L4,ARMAZENADO,
FTD282L5,ARMAZENADO,16/04/2019
FCD207L5,ARMAZENADO,12/04/2022
DII087L5,ARMAZENADO,13/09/2022
DIH133L5,ARMAZENADO,23/07/2019
FCF473L5,ARMAZENADO,25/11/2019
SAP033L8,EM CLIENTE,19/07/2022
UHU019L5,EM CLIENTE,12/11/2019
FCC993L5,ARMAZENADO,30/11/2021
BDB544L6,ARMAZENADO,26/03/2019
CQZ563L5,ARMAZENADO,25/05/2021
FTG619L5,ARMAZENADO,14/12/2021
FTD429L5,ARMAZENADO,17/11/2020
FIC029L5,ARMAZENADO,01/03/2022
FXZ467L5,ARMAZENADO,
FIB970L5,ARMAZENADO,31/08/2021
GFK847L5,EM CLIENTE,05/05/2020
DIH050L5,EM CLIENTE,15/09/2020
CZY688L5,ARMAZENADO,16/04/2019
FCE930L5,EM CLIENTE,25/08/2020
FTH521L5,ARMAZENADO,16/07/2019
BLK060L5,ARMAZENADO,26/03/2019
BLK146L5,ARMAZENADO,12/11/2019
VV0042L5,ARMAZENADO,12/11/2019
BLK112L5,ARMAZENADO,27/12/2019
CZZ041L5,EM CLIENTE,15/06/2021
BDB812L6,ARMAZENADO,22/03/2022
FCC999L5,ARMAZENADO,14/06/2022
FTC662L5,ARMAZENADO,12/04/2022
FTH137L5,ARMAZENADO,04/01/2022
BDB819L6,ARMAZENADO,31/05/2022
BDB442L6,EM CLIENTE,07/12/2022
FTC656L5,ARMAZENADO,12/04/2022
SAA203L5,ARMAZENADO,19/04/2022
FFB961L5,ARMAZENADO,31/05/2022
FFB969L5,ARMAZENADO,31/05/2022
FCD379L5,ARMAZENADO,29/10/2019
BDB657L6,ARMAZENADO,06/07/2021
BDB491L6,ARMAZENADO,22/03/2022
DII012L5,ARMAZENADO,04/01/2022
BBM715L5,ARMAZENADO,04/01/2022
FTC980L5,EM CLIENTE,10/06/2022
CPW165L4,EM CLIENTE,13/09/2022
UHU048L5,ARMAZENADO,
DIH100L5,EM CLIENTE,14/06/2022
BLK117L5,EM CLIENTE,11/08/2020
FTD016L5,EM CLIENTE,14/06/2022
DIH027L5,EM CLIENTE,01/06/2021
CZX578L5,ARMAZENADO,16/04/2019
GM1283L5,EM CLIENTE,19/07/2022
SPN031L5,ARMAZENADO,16/04/2019
AJE758L8,EM CLIENTE,19/07/2022
PTA017L5,ARMAZENADO,14/05/2019
CRZ060L5,EM CLIENTE,17/10/2019
FTG729L5,ARMAZENADO,
FCC961L5,ARMAZENADO,03/05/2022
BDB630L6,ARMAZENADO,26/04/2022
CFK988L6,ARMAZENADO,
CZY975L5,EM CLIENTE,25/08/2020
FTE774L5,ARMAZENADO,
BBM765L5,ARMAZENADO,26/04/2022
CZY710L5,ARMAZENADO,25/01/2022
BDB629L6,ARMAZENADO,26/04/2022
FTH312L5,ARMAZENADO,13/07/2021
BDB930L6,ARMAZENADO,26/04/2022
UHU024L5,ARMAZENADO,17/12/2019
BBM733L5,ARMAZENADO,30/11/2021
DII872L5,ARMAZENADO,05/11/2019
FCD236L5,ARMAZENADO,14/12/2021
CQZ576L5,EM CLIENTE,17/09/2019
DIH216L5,EM CLIENTE,31/08/2020
